pessoa_id,idade,salario_anual,situacao_moradia,tempo_de_trabalho,motivo_do_emprestimo,pontuacao,valor_emprestimo,taxa_de_juros,possibilidade_de_inadimplencia,renda_percentual,inadimplente,tempo_solicitacao
YQ4upbYd-mAk2,31,70000,Rent,4,Education,A,5500,7.68,0,0.08,N,10
5hMfi9kS-rrHq,22,48048,Rent,2,Medical,B,5000,11.36,0,0.1,N,4
u2ygjcK1-jkW7,27,75000,Mortgage,0,Personal,A,7500,8.9,0,0.1,N,10
sv6AhJCh-Jn1n,42,75000,Rent,6,Medical,A,17000,7.9,0,0.23,N,13
3nRhlR8i-oOAS,52,25000,Rent,23,Medical,D,5000,12.61,1,0.2,Y,22
ehB14rNT-x0Os,28,31000,Rent,3,Personal,D,6000,15.33,0,0.19,N,9
Bgy7NzoG-zs34,46,63000,Rent,18,Homeimprovement,B,10000,10.51,0,0.16,N,11
w3IPOuJk-kZCD,26,36996,Rent,8,Personal,C,9600,11.97,0,0.26,Y,4
Fx9dYCdl-EGAH,29,24000,Rent,1,Medical,A,5000,6.92,0,0.21,N,10
ouUd9080-vLm1,33,130000,Mortgage,9,Personal,D,25000,15.33,0,0.19,Y,10
P9JmcFv1-JcKn,36,32000,Mortgage,7,Education,B,5300,10.65,0,0.17,N,13
nuglv7ye-xSoF,54,77000,Rent,24,Venture,C,24000,13.49,1,0.31,N,21
WFj2CrAR-U1e3,25,52000,Rent,1,Venture,A,10000,5.79,0,0.19,N,3
rUqT9T0P-TErN,27,70000,Mortgage,8,Medical,A,1300,5.79,0,0.02,N,9
cPmJhz4d-vpmh,27,27000,Own,1,Venture,A,6000,8,0,0.22,N,6
zpCrSbvK-ukCt,42,120000,Mortgage,0,Education,B,9250,11.86,0,0.08,N,13
PkqOIEwD-SXOE,31,50000,Rent,2,Medical,C,18000,13.48,1,0.36,Y,9
vQyN3BHr-rcsx,25,56004,Mortgage,5,Debtconsolidation,B,8000,11.71,1,0.14,N,3
ZuJGMPlc-7cO1,24,55000,Rent,NULL,,A,8500,9.88,0,0.15,N,2
vdetJPoj-d8D5,23,78000,Mortgage,1,Debtconsolidation,C,8000,12.87,1,0.1,Y,3
Az11sWWw-SdFA,29,28800,Rent,5,Personal,A,4500,7.88,0,0.16,N,5
JPluFp0h-wplm,25,116000,Rent,5,Debtconsolidation,C,10000,14.26,0,0.09,Y,4
7PtxyGsZ-RLB3,22,60000,Mortgage,7,Personal,B,12000,10,0,0.2,N,3
vjCZxYuF-YjyD,23,44000,Rent,6,Homeimprovement,D,5000,16.77,1,0.11,N,2
uSq0Sf2T-cwBq,22,153000,Mortgage,5,Debtconsolidation,D,24000,15.62,1,0.16,Y,2
XO1r3RzN-Wi1g,26,35000,Rent,0,Venture,C,12000,10.91,1,0.34,Y,3
OAkMzkPk-QBsk,53,26400,Rent,3,Debtconsolidation,A,2500,NULL,0,0.09,N,28
6smsPzwF-rG0i,31,40000,Rent,9,Venture,A,1600,NULL,0,0.04,N,8
LsZjy5Ek-z7eN,27,29160,Mortgage,2,Venture,A,8000,7.51,0,0.27,N,7
ZfflnYDo-gI62,29,148716,Rent,4,Personal,C,24250,13.23,0,0.16,Y,9
kIso5lRM-hNHs,22,96000,Mortgage,3,Venture,B,5000,10.99,0,0.05,N,4
w5Qstb9W-vukF,22,24996,Rent,3,Medical,A,10000,8.94,1,0.4,N,4
TRvfg6a5-ZQ0v,26,53004,Rent,10,Homeimprovement,A,11000,5.79,0,0.21,N,4
OXBBXBqA-Hn0u,23,58000,Rent,1,Education,B,12800,12.42,0,0.22,N,4
dCCsrMiP-ox2f,22,34000,Rent,1,Personal,C,6500,13.22,1,0.19,Y,3
F2gijySc-ZxmI,28,80004,Mortgage,5,Medical,A,12000,6.91,0,0.15,N,6
a6rSamU6-rl2s,24,65000,Mortgage,8,Debtconsolidation,B,6600,10.65,0,0.1,N,2
co5UFOJX-yL0n,27,56244,Mortgage,11,Homeimprovement,C,12000,14.22,0,0.21,N,8
s4HADC7g-3rYZ,27,70000,Rent,3,Education,A,3000,7.68,0,0.04,N,10
OFESTHBU-tn3z,26,66000,Mortgage,6,Debtconsolidation,B,7000,9.63,0,0.11,N,2
BRnT2yGz-zbDp,27,61200,Mortgage,5,Medical,B,4500,11.86,0,0.07,N,7
Y4FKXyaL-lqIs,28,76000,Rent,2,Homeimprovement,C,15000,12.73,0,0.2,Y,9
OAf54lPF-hmKz,25,72000,Mortgage,4,Debtconsolidation,B,20000,11.83,0,0.28,N,4
LAhcN2TU-T9aR,24,48200,Rent,3,Venture,B,5000,10.38,0,0.1,N,3
cLhcbWDE-KhPf,27,60000,Rent,1,Venture,C,10000,13.22,0,0.17,N,7
snYP2aB1-LvHd,22,59000,Mortgage,7,Personal,D,4900,15.62,1,0.08,N,3
YvAxHSuo-oyW2,26,65000,Rent,3,Homeimprovement,A,4200,7.29,0,0.06,N,2
vmhI5zpF-Axmj,NULL,44208,Rent,NULL,Medical,A,10000,7.88,0,0.15,N,2
DeEkHB6G-Pl5i,25,80004,Rent,5,Education,B,10000,9.62,0,0.12,N,4
6pSMLONe-2Awn,24,65000,Rent,0,Homeimprovement,B,23000,11.99,1,0.35,N,4
jjn78LsT-CN7U,23,32000,Rent,7,Venture,C,10000,13.11,1,0.31,Y,4
PQjPCzlB-zpQo,36,78000,Mortgage,7,Debtconsolidation,C,9600,13.98,1,0.12,Y,13
WdDYATCf-8sNb,21,53000,Rent,2,Education,C,14000,14.65,0,0.26,N,3
7hSp3DBW-tfBb,24,35000,,3,,D,3200,11.71,0,0.05,N,2
OZ14XYf8-mLga,25,140000,Mortgage,9,Debtconsolidation,B,35000,10.59,0,0.25,N,3
KxPvbBg3-Cq2k,23,80000,Mortgage,7,Personal,B,8500,11.14,0,0.11,N,2
iYKxJZLg-70FQ,38,49000,Rent,4,Debtconsolidation,A,3000,7.51,0,0.06,N,13
TeNN4mKo-eYY6,28,65000,Mortgage,3,Homeimprovement,A,10000,7.49,0,0.15,N,7
vzG0lzAN-r6Sf,27,48996,Rent,2,Debtconsolidation,A,4000,9.32,0,0.08,N,9
MkA9LxY7-yJww,24,79000,Rent,3,Personal,C,7000,12.54,0,0.09,N,3
KaczsKPp-7rFA,28,84000,Mortgage,12,Medical,B,20500,10,0,0.24,N,5
Dxd9Duz7-SPCq,22,100000,Mortgage,0,Medical,C,24000,13.47,0,0.24,N,4
RtFszTXi-TB9X,31,55000,Rent,2,Medical,B,10000,12.42,0,0.18,N,7
mBOuaslP-7Y4W,23,83000,Mortgage,7,Education,B,1500,11.12,0,0.02,N,2
W70PYeKx-NwEv,21,28800,Mortgage,0,Debtconsolidation,A,5000,7.49,0,0.17,N,3
EoJpeWil-pO4M,31,50400,Rent,9,Venture,B,13000,NULL,0,0.26,N,9
7zDzDkIb-20pf,24,44000,Rent,3,Debtconsolidation,C,12000,12.23,1,0.27,N,3
oOpGJamO-cDBb,27,33000,Rent,2,Medical,A,7600,8,0,0.23,N,10
5hwLZ5Xe-0IIW,26,62400,Rent,0,Personal,B,5500,9.76,0,0.09,N,4
B7yS01GB-p3Zb,22,45000,Rent,3,Medical,B,2400,12.18,0,0.05,N,4
i3hJKKLx-OqOu,22,38000,Mortgage,2,Medical,B,8000,9.99,0,0.21,N,3
f2Ix2tvu-MLDT,37,192000,Mortgage,14,Debtconsolidation,A,25600,5.99,0,0.13,N,17
I3XhpyUt-TnbW,33,26400,,3,Medical,B,10000,NULL,0,0.13,N,12
WS5U2tKu-iGtE,22,43000,Rent,1,Venture,D,7500,14.96,1,0.17,N,3
Dbeht2rx-Sulz,23,45000,Rent,3,Education,B,3600,11.49,0,0.08,N,3
uZ0URK7W-TGrc,27,45760,Mortgage,0,Personal,A,9300,NULL,0,0.2,N,10
8MRKyFBl-trlH,26,35000,Mortgage,NULL,Homeimprovement,,15000,10,0,0.29,N,2
7C2i0YZd-IgW6,25,32000,Rent,1,Personal,D,6000,12.92,1,0.19,Y,3
u2i4lm9e-6sUw,29,60000,Mortgage,8,Homeimprovement,D,16000,14.96,0,0.27,Y,6
zLyCakus-iFPA,26,40000,Rent,2,Medical,A,12000,7.51,0,0.3,N,2
AQcu4Qw4-LhXi,31,57335,Mortgage,6,Education,D,16500,14.84,0,0.29,N,10
8OCLP1Dv-khCs,24,70000,Rent,1,Homeimprovement,B,17600,10.62,0,0.25,N,2
n1BBYBq7-v85j,23,30000,Rent,6,Education,B,10775,10.65,1,0.36,N,4
IThAQT1J-4rR0,26,173000,Mortgage,0,Personal,A,10000,8.07,0,0.06,N,4
RQe6KLGP-O1fd,25,54000,Rent,3,Homeimprovement,E,25000,16.82,1,0.46,N,4
pURkYfDO-ZOB2,28,112000,Mortgage,9,Homeimprovement,B,15000,11.12,0,0.13,N,7
IB04dtCi-l2lb,25,36480,Rent,4,Debtconsolidation,A,5000,6.54,0,0.14,N,2
ea73Z39J-Alig,23,55000,Rent,7,Venture,A,9600,7.49,0,0.17,N,2
kpWPLPlR-DJcz,25,43000,Rent,3,Venture,B,16000,11.49,1,0.37,N,2
fdpeuuim-AmKX,23,111000,Mortgage,7,Medical,B,8350,11.89,0,0.08,N,2
oxfr5wEr-pnjf,27,15085,Rent,2,Venture,A,5500,5.99,1,0.36,N,8
c6I7hPTr-KtJy,30,65600,Own,5,Venture,C,4000,12.68,0,0.06,Y,7
XwFEAhAc-m0JG,21,23004,Rent,5,Venture,B,1350,9.99,0,0.06,N,2
hfW4iwhI-z2eW,26,30000,Own,3,Personal,B,12000,11.36,0,0.4,N,3
swlARmiL-73TA,23,75000,Mortgage,4,Venture,B,12000,9.91,0,0.16,N,2
vGka2NTK-Pzva,28,59004,Mortgage,1,Personal,A,8000,7.37,1,0.14,N,6
xrDiFYGL-L2ha,21,249996,Mortgage,5,Personal,A,5000,8.59,0,0.02,N,3
tfgiBMsx-KUcX,26,32000,Rent,1,Medical,C,7500,13.79,0,0.23,Y,3
sUlyzGHO-3Bfz,39,69000,Rent,0,Personal,D,15000,14.42,1,0.22,N,12
eTA0rps8-ASfl,25,138000,Mortgage,9,Personal,A,8000,6.99,0,0.06,N,4
hpDfojk7-nckM,27,102500,Mortgage,3,Homeimprovement,B,8000,10.59,0,0.08,N,6
Nbmw6kQh-eKmr,26,36400,Rent,4,Education,A,2300,7.4,0,0.06,N,2
PEiCi6nh-QblE,43,80000,Rent,5,Homeimprovement,B,10000,11.49,0,0.13,N,12
E9pqS6Md-ObaP,23,87000,Mortgage,0,Education,C,12000,12.73,0,0.14,Y,2
vdcbGf6M-plmB,25,19200,Own,4,Education,B,3000,11.99,1,0.16,N,4
QAPX7sdY-glUW,24,45000,Mortgage,0,Venture,A,3600,NULL,0,0.08,N,2
AnwfGcO4-vmp9,23,13200,Mortgage,2,Education,B,1400,9.25,0,0.11,N,4
qOriIaFN-40K9,31,50000,Rent,9,Debtconsolidation,A,12000,6.03,0,0.24,N,6
6EoLh8Is-diK8,NULL,80600,Mortgage,2,Education,B,5550,5.99,0,0.08,N,11
aud748Km-Iruj,22,50000,Mortgage,0,Debtconsolidation,A,6400,7.29,0,0.13,N,4
MFjxi2l4-6erj,25,45000,Rent,0,Medical,A,12000,7.66,0,0.27,N,4
RhUUvPDs-Y9LT,34,20000,Rent,5,Medical,A,5000,8.9,0,0.25,N,5
dc4Ba4RJ-sDhg,44,109000,Mortgage,17,Medical,C,12800,13.79,0,0.12,Y,12
w3MjIdMx-XYpL,27,63000,Mortgage,11,Debtconsolidation,A,4400,5.99,0,0.07,N,8
WbdFANiI-bmIG,29,70000,Mortgage,11,Education,C,6000,14.27,0,0.09,Y,7
QEeSyMZ6-AMlT,29,83000,Rent,13,Education,B,10000,11.99,0,0.12,N,6
fAw8MBSv-ezMe,28,12000,Rent,0,Medical,C,2400,12.68,1,0.2,N,8
a2U9O3J3-iED8,24,10000,Rent,8,Personal,A,3000,7.9,1,0.3,N,3
M7h2BmKk-HRo0,22,27000,Own,1,Medical,B,4800,11.99,0,0.18,N,2
heiG5gld-iSPt,42,25000,Rent,NULL,Medical,A,10000,6.99,1,0.4,N,17
hsso11k1-oF7D,33,37440,Rent,5,Personal,B,4400,11.71,0,0.12,N,8
u5dKSCCC-bvTz,30,40000,Rent,1,Personal,A,5500,7.74,0,0.14,N,6
bEKuMqc8-HSyp,32,40000,Mortgage,12,Education,B,9000,10.59,0,0.23,N,7
Grwbzv1c-urGi,23,48500,Mortgage,1,Venture,C,6500,NULL,0,0.13,N,4
68ZSc3qK-9Cad,28,78000,Mortgage,12,Medical,B,13000,NULL,0,0.17,N,9
gxqivupt-Cc7w,35,90000,Mortgage,3,Medical,A,14500,6.54,0,0.16,N,10
K3vQ92BD-LmaX,41,78000,Rent,3,Homeimprovement,B,6000,9.63,0,0.08,N,11
7Y8d18SR-5Ooh,38,50000,Mortgage,4,Venture,B,10000,11.86,0,0.2,N,11
rGQuun1R-Rpi4,23,70000,Rent,1,Education,A,3500,5.42,0,0.05,N,3
9gn7SojZ-rpNA,24,55000,Rent,0,Education,A,7500,6.03,0,0.14,N,3
uOxyqzGW-e8IT,49,50000,Rent,4,Debtconsolidation,B,9200,NULL,0,0.18,N,16
P73NW35y-CQiS,26,120000,Mortgage,3,Debtconsolidation,B,25000,NULL,0,0.21,N,3
7JJsKQMF-bN7z,24,40000,Own,6,Medical,D,5000,11.86,0,0.13,N,4
8OngeGK0-QMIf,24,60000,Mortgage,8,Personal,A,18000,7.9,0,0.3,N,3
lZGlxAYT-syPD,23,80000,Mortgage,3,Debtconsolidation,B,24000,11.71,0,0.3,N,3
x8Y3OOTF-OQU6,30,37600,Rent,2,Medical,C,15000,13.06,1,0.4,Y,7
YbzF3yYg-g5Ij,31,55000,Mortgage,9,Debtconsolidation,A,8000,7.49,0,0.15,N,9
Fw9Y33q8-DKBF,32,24000,Rent,2,Medical,B,2500,10.37,0,0.1,N,5
xh4Yju6p-eHk0,25,75000,Rent,9,Debtconsolidation,B,25000,10.36,1,0.33,N,2
IxDZHJQr-cOuE,24,45996,Rent,2,Venture,,25000,15.21,0,NULL,N,5
kFPir6Hx-5Nch,21,19200,Rent,0,Personal,B,6000,9.88,1,0.31,N,2
HyPiSyXi-DSnx,25,19000,Own,3,Venture,A,4000,7.4,1,0.21,N,4
fIsMmWiP-QgJz,24,36000,Rent,5,Personal,B,1500,10,0,0.04,N,3
yaLWoch2-Cl6L,29,43800,Own,13,Homeimprovement,A,4800,7.05,0,0.11,N,7
3PgPsQcK-Bd5r,21,33000,Rent,2,Education,C,10800,12.23,1,0.33,N,3
txXunnzx-bk4P,27,72000,Mortgage,6,Education,A,6000,5.42,0,0.08,N,6
TvnB2RCj-SXp6,39,31200,Rent,2,Personal,B,6400,11.49,0,0.21,N,15
6U4gEB1s-i464,21,33009,Own,5,Venture,B,12000,11.48,0,0.36,N,4
ENljx3LO-IwEL,22,20400,Rent,NULL,Personal,B,5000,12.42,0,0.25,N,2
RGuybncp-pKOs,22,160000,Rent,6,Personal,A,20000,7.49,0,0.13,N,3
QnuuseQT-reyk,26,44000,Mortgage,10,Personal,D,20000,17.27,1,0.45,Y,2
hHhbDl82-wOOL,34,113000,Rent,6,Debtconsolidation,C,9600,NULL,0,0.08,N,5
453DqvmA-UiDN,24,25344,Mortgage,5,Medical,D,4000,16.49,1,0.16,Y,3
jXtLWIdF-nwP9,22,123000,Mortgage,6,Education,A,7000,7.51,0,0.06,N,4
o0ZSSKGx-GTQy,31,35000,Mortgage,0,Medical,C,15000,13.92,0,0.43,Y,8
uni2OGGX-feRG,31,37000,Rent,3,Personal,A,13000,6.92,1,0.35,N,6
v6XreIxX-bvv4,25,26004,Rent,8,Debtconsolidation,A,7000,6.92,0,0.27,N,3
T7hbINeh-zPLR,22,74476,Mortgage,6,Education,A,5000,8.49,1,0.07,N,4
9IBjCTz2-tQWC,22,24000,Rent,3,Personal,B,3000,NULL,0,0.13,N,4
qEm5alYq-wSGX,24,72000,Mortgage,1,Education,B,16000,10.25,0,0.22,N,3
WbcdKiGW-UOS7,23,42000,Rent,0,Homeimprovement,D,10000,15.58,1,0.24,Y,3
NhHzoq8M-PMhd,22,90000,Rent,3,Debtconsolidation,A,12000,8.94,0,0.13,N,3
7syrYA5u-PYQ8,25,62500,Rent,6,Debtconsolidation,B,4000,10.37,0,0.06,N,3
mZGThaya-ZF6y,22,40000,Rent,3,Debtconsolidation,A,1000,7.9,0,0.03,N,4
l0GImfvW-wnHw,26,230000,Rent,0,Education,A,7500,8,0,0.03,N,2
wwHhRew2-ArFT,22,51000,Mortgage,6,Personal,B,7000,11.12,0,0.14,N,3
Sx8dQ8Og-44E6,21,33600,Rent,2,Medical,B,12000,11.12,1,0.36,N,3
56WdppKy-j5Nh,26,70000,Mortgage,NULL,Personal,A,5000,NULL,0,0.07,N,4
FD9JavHF-UuK7,26,40000,Own,0,Medical,B,4300,10.74,0,0.11,N,2
e0mgozX1-8Maa,27,57240,Own,4,Venture,B,15000,11.99,0,0.26,N,6
8Fbppelu-eKnR,23,42000,Rent,4,Personal,A,10000,5.42,0,0.24,N,3
bHLFd4cj-DBMQ,39,37800,Rent,5,Debtconsolidation,B,7000,11.49,0,0.19,N,11
PXB8QKq9-cfca,23,54000,,1,Venture,B,21600,12.99,0,NULL,N,8
rHuu1qpX-g11y,22,99600,Mortgage,6,Personal,A,7125,7.51,0,0.07,N,4
PBT3mw2C-MhuA,23,56000,Rent,7,Debtconsolidation,C,3500,NULL,0,0.06,Y,3
camdT8vE-3x9h,26,34100,Rent,0,Debtconsolidation,A,11500,6.62,1,0.34,N,3
2J0dMi8Q-WCUy,27,54792,Rent,4,Education,C,5000,13.48,0,0.09,N,5
APGPS751-aX7y,24,91000,Mortgage,0,,B,20000,10.25,NULL,0.31,N,16
PbrtR2ve-eawX,32,45000,Rent,1,Personal,A,5000,7.88,0,0.11,N,10
UtgJZUZp-uIpY,27,44400,Mortgage,10,Venture,C,4000,13.99,1,0.09,Y,7
RH63I2d3-Hzf7,31,84996,Mortgage,1,Venture,A,2500,8.49,0,0.03,N,10
FDRrMn5J-UBE5,22,22596,Rent,4,Debtconsolidation,B,7500,9.76,1,0.33,N,3
kWcMFwZM-WBTl,35,123000,Rent,2,Personal,E,25000,17.19,1,0.2,Y,8
w9IqSsQE-Apah,33,33000,Mortgage,3,Education,B,4000,12.69,0,0.12,N,8
EEBHAHIf-qrPq,29,28000,Rent,9,Venture,B,8400,11.48,0,0.3,N,6
xJGMZjpz-Ubt5,25,32000,Mortgage,8,Debtconsolidation,A,5600,7.9,0,0.17,N,3
xIx6kREz-GEsZ,25,35000,Rent,5,Venture,B,2000,9.91,0,0.06,N,4
MpQW0mRT-B0Yd,29,75000,Mortgage,9,Personal,B,8000,11.99,0,0.11,N,8
MSWN2zRn-vauI,30,90000,Mortgage,10,Personal,A,5000,6.76,0,0.06,N,5
hIADt05i-W58w,28,40000,Mortgage,9,Debtconsolidation,B,19200,9.91,0,0.48,N,6
HDaNtbkd-ogZr,27,58000,Rent,0,Education,C,4500,14.72,0,0.08,Y,5
7Tk8oOoh-oMpI,27,58000,Rent,11,Venture,A,7000,NULL,0,0.12,N,9
WT1jrS37-mTeR,24,30000,Rent,1,Education,C,4000,11.34,0,0.13,N,3
oHSB4li7-QEeN,41,62903,Mortgage,4,Medical,B,9600,10,1,0.13,N,12
6gF0Q48W-9LLa,36,145000,Rent,0,Medical,B,25000,NULL,0,0.17,N,15
iMJJHMAF-Mfwz,37,42000,Rent,2,Medical,C,8400,13.49,0,0.2,N,14
IKmh08wP-8Cuw,41,39996,Mortgage,8,Venture,D,1200,15.21,0,0.03,N,16
vbJ86N04-xDLD,25,55000,Rent,3,Homeimprovement,B,6000,NULL,0,0.11,N,3
hZmgXd5a-usSH,23,18000,Rent,1,Venture,C,3250,13.22,1,0.18,N,2
CN8RSbcC-E6qx,24,45000,Mortgage,0,Venture,A,5000,6.62,0,0.11,N,3
wQEMLIcR-J9sU,28,48000,Rent,1,Venture,B,2650,11.26,0,0.06,N,6
n8Bz4OtR-icNm,34,70000,Rent,1,Personal,B,20000,NULL,0,0.29,N,9
4S4mSYEp-BzEu,23,57600,Mortgage,7,Debtconsolidation,A,4000,NULL,0,0.07,N,3
6L3HaLdB-4OeT,31,NULL,Mortgage,3,Education,C,NULL,14.54,1,0.11,N,3
ywiRejb7-HwRe,48,100000,Mortgage,3,Debtconsolidation,B,15000,9.88,0,0.15,N,11
UzHCrYSv-5EzI,32,16800,Rent,0,Personal,A,5000,7.29,1,0.3,N,9
jCfEO8NI-4xJK,26,238000,Mortgage,2,Education,B,25000,9.25,1,0.11,N,4
FbKlsgUt-tq14,22,23000,Rent,3,Debtconsolidation,B,3500,10.37,0,0.15,N,4
QQxqF033-MChF,36,135000,Mortgage,1,Venture,,15000,16.32,0,NULL,Y,4
O3gu4hBJ-jWf0,45,225000,Mortgage,9,Personal,C,10000,NULL,0,0.04,Y,11
BB6O4iPl-ncL8,22,45000,Mortgage,1,Education,B,14550,11.83,0,0.32,N,4
UHEeqBxB-59dE,23,9600,Rent,0,Venture,A,4000,7.14,1,0.42,N,4
xSccHUxm-ciaS,24,83000,Rent,5,Personal,C,27000,13.49,1,0.33,Y,2
CqLnG7gw-rC4S,23,50004,Rent,3,Education,B,5600,10.59,0,0.11,N,4
tG1wqYAf-6TRj,21,42000,Rent,5,Medical,B,2500,9.99,0,0.06,N,2
5QyOh0mo-8TfB,33,62000,Mortgage,3,Education,A,3700,6.39,0,0.06,N,7
NRXEPo2T-HOFA,22,75000,Rent,6,Venture,A,10000,5.79,0,0.13,N,3
hyfqrcTz-rR9F,25,65000,Mortgage,6,Medical,B,15000,11.86,0,0.23,N,3
dmwIz890-BNzk,22,32400,Rent,5,Personal,E,3000,16.45,0,0.09,N,3
gj3cWbL5-lXZl,26,41000,Own,7,Homeimprovement,D,9000,NULL,0,0.22,N,4
bdteUIEP-PIiL,26,60996,Mortgage,2,Debtconsolidation,B,12000,12.21,0,0.2,N,4
IWdww6PT-Eu4G,28,42000,Mortgage,12,Venture,A,7300,NULL,0,0.17,N,9
kSvguPMm-tHM9,27,63945,Rent,6,Venture,A,3500,7.9,0,0.05,N,5
lSlZ7HRU-KJRA,23,117000,Mortgage,8,Venture,E,14000,15.68,0,0.12,Y,4
Is0moZqO-ICLm,24,39000,Rent,NULL,Education,B,13000,10.75,1,0.33,N,4
KXjTWbIG-zOTH,26,40000,Rent,0,Personal,C,1000,13.57,1,0.08,,3
nRrqARsg-eUP8,25,100000,Rent,1,Medical,B,14400,11.71,0,0.14,N,3
nSs02Jou-FlxK,29,75000,Mortgage,11,Homeimprovement,B,4200,10.99,0,0.06,N,6
c9XgTGQB-f0rX,26,69000,Rent,6,Education,E,6400,16.4,1,0.09,Y,4
Tr7HAYRo-qmWr,31,20000,Own,3,Venture,B,5000,11.83,0,0.25,N,7
M9hjS6KM-MDDR,31,68000,Rent,4,Debtconsolidation,A,12000,7.66,0,0.18,N,8
vXHizX57-I0gq,28,54989,Rent,1,Homeimprovement,B,9000,NULL,1,0.16,N,8
eUCDF4AD-5Kwi,22,55000,Rent,5,Education,B,2500,NULL,0,0.05,N,4
TFjHEf7A-pw5v,23,33600,Rent,1,Debtconsolidation,B,5500,NULL,0,0.16,N,3
SX1EvMv8-GCNw,25,50000,Rent,0,Education,B,11000,12.53,0,0.22,N,2
9Ig31C1R-cMm2,23,63000,Mortgage,7,Education,A,20000,7.9,0,0.32,N,2
6mwKefmL-4foP,33,115000,Mortgage,3,Personal,A,14000,6.03,0,0.12,N,8
rAP7BMGz-TMLt,28,94000,Rent,3,Education,A,3700,7.9,0,0.04,N,9
dvUsH4ly-OWzz,23,60000,Rent,7,Personal,C,15000,14.22,0,0.25,Y,2
LaDlgIjS-TXqE,29,45500,Mortgage,6,Homeimprovement,B,10000,10.65,0,0.22,N,10
gcX483Hd-rxqn,23,46300,Rent,0,Personal,A,1675,6.54,0,0.04,N,3
m844CXP2-ghff,22,39996,Rent,3,Personal,A,11000,5.79,0,0.28,N,2
HoXj26xn-6wIJ,25,104000,Mortgage,4,Venture,C,11000,13.11,0,0.11,N,3
YO6JAYSe-0hfa,28,60000,Mortgage,8,Medical,C,1500,NULL,0,0.03,Y,6
EoHtUoCn-CoYl,23,NULL,Rent,7,Medical,A,NULL,14.74,0,0.37,N,3
54DKPDRv-5qBX,23,20664,Rent,4,Education,C,4550,13.72,0,0.22,Y,3
TGUZ1l9L-Kvb1,26,135660,Rent,10,Debtconsolidation,B,25000,12.53,0,0.18,N,4
Ja6p8ZIz-2t1U,34,31800,Mortgage,NULL,Personal,A,1700,NULL,1,0.05,N,9
HoG3okLr-ISP9,31,62000,Mortgage,4,Venture,A,6550,5.79,0,0.11,N,5
Jsi2PUA2-TM2h,40,550000,Mortgage,5,Medical,B,8000,10.75,0,0.01,N,14
pFhRnrDx-f35s,28,48000,Rent,4,Personal,B,4500,11.71,0,0.09,N,7
PxCAjGy1-eja2,30,48000,Own,3,Homeimprovement,C,1500,13.48,0,0.03,Y,5
Pqj1A9jK-hhPG,31,70000,Rent,0,Venture,B,9000,10,0,0.13,N,5
K8a5P2Cz-bJmN,41,102300,Mortgage,9,Medical,B,8800,11.58,0,0.09,N,11
1ZyWMDhC-JqXQ,30,90000,Mortgage,14,Debtconsolidation,A,4500,5.99,0,0.05,N,6
ahLXDhzn-NeA4,34,30000,Rent,2,Homeimprovement,B,14975,12.53,1,0.5,N,10
s8pDNRjA-sgaU,29,27996,Rent,4,Medical,A,4000,6.92,0,0.14,N,7
N9szXxhs-6LPb,41,21600,Own,1,Education,C,3500,13.61,0,0.16,Y,13
ImUUSI4H-a19h,25,69000,Mortgage,9,Medical,A,25000,6.99,0,0.36,N,2
Ca7PdbTI-xGhU,22,48000,Mortgage,6,Education,A,5000,7.88,0,0.1,N,2
17fTNEAS-Sw1n,33,74400,Rent,15,Venture,C,3600,15.27,0,0.05,N,9
sgYjbCNN-yANG,22,57000,Mortgage,6,Venture,B,7200,NULL,0,0.13,N,2
XKcR3Wu4-UjlA,22,40000,Rent,2,Education,A,10000,7.14,0,0.25,N,3
GpAWl6Mj-Qe70,23,83236,Rent,6,Education,A,7000,6.92,0,0.08,N,2
avrlB7yX-saas,25,25000,Rent,3,Personal,D,10000,14.11,1,0.4,Y,2
KAIk7NmW-oLbf,22,69000,Mortgage,6,Personal,B,15000,10.65,1,0.22,N,4
AoUXOZeT-Uccu,28,90080,Mortgage,9,Homeimprovement,A,5500,7.49,0,0.06,N,6
peAIbilZ-NgAD,24,41000,Rent,1,Medical,C,7000,12.53,0,0.17,N,2
x1dNpiP9-8PK6,26,72000,Rent,0,Venture,A,5000,7.49,0,0.07,N,4
94aiqSOR-slm1,34,74000,Mortgage,13,Venture,C,10000,15.96,1,0.14,Y,10
xvgiz39w-ainK,26,72000,Mortgage,5,Homeimprovement,A,6600,NULL,0,0.09,N,2
aBpD8U1Z-XhdH,29,142000,Own,14,Personal,B,24250,11.48,0,0.17,N,8
RB1FsXaG-1Hmy,24,36000,Mortgage,5,Medical,C,4000,15.23,1,0.11,Y,3
6YiB8N2F-kKF6,25,63996,Rent,2,Venture,B,8500,11.89,0,0.13,N,4
LgSvjIE4-F8Sx,20,94000,Rent,4,Education,D,5000,16.02,0,0.05,N,3
tRDH2RZK-KaA7,25,30000,Rent,6,Education,B,4000,9.76,0,0.13,N,3
rinTjKFF-i1CB,28,48879,Rent,4,Personal,B,5000,12.42,0,0.1,N,7
xdjrswn6-sRlK,28,40000,Own,2,,B,7500,10.99,0,0.3,,15
vJ9xuefz-FBU7,22,36000,Rent,NULL,Medical,C,5000,13.48,0,0.14,N,3
cTX4WFw9-EoXZ,33,32004,Rent,3,Personal,A,4000,8.32,0,0.12,N,9
